productCode,colour,Category,Image Name,Website Link,Description,Brand
9509116,Silver,Tapware & Accessories|||2518/Basin Tapware|||743,Grohe-Essence-New-Wall-Basin-Mixer-180mm-Cool-Sunrise-5-.png,https://www.reece.com.au/product/mizu-drift-mk2-wall-basin-mixer-tap-set-chrome-4-9509116?query=9509116,Mizu Drift MK2 Wall Basin Mixer Tap Set,Mizu|||165000/Drift MK2|||165029
